;island;Richness;Even
mid75;mid;0.056580543;0.244631907
mid76;mid;0.05579174;0.225510459
mid77;mid;0.067520139;0.255191722
mid78;mid;0.071329711;0.245414287
mid79;mid;0.069542073;0.250156222
mid8;mid;0.051692385;0.238647617
mid80;mid;0.061425024;0.251715526
mid81;mid;0.059379626;0.220583044
mid82;mid;0.054216104;0.237655046
mid83;mid;0.056048778;0.225140911
mid84;mid;0.049101108;0.248866802
mid85;mid;0.057001596;0.236414158
mid86;mid;0.058928434;0.237656193
mid87;mid;0.052256692;0.222992394
mid88;mid;0.065292162;0.253470109
mid89;mid;0.0607348;0.237877889
mid9;mid;0.046922576;0.226092029
mid90;mid;0.073112133;0.251560187
mid91;mid;0.052137252;0.233356843
mid92;mid;0.068475607;0.23301036
mid93;mid;0.046293981;0.230887736
mid94;mid;0.051643515;0.254941966
mid95;mid;0.05849783;0.231006086
mid96;mid;0.047088335;0.230703363
mid97;mid;0.058640788;0.226512624
mid98;mid;0.066373554;0.260034842
mid99;mid;0.04780741;0.211009198
swash1;deep;0.063799499;0.243021985
swash10;deep;0.056912965;0.249128252
swash100;deep;0.072562698;0.261199235
swash11;deep;0.07615974;0.23896787
swash12;deep;0.074074866;0.247657783
swash13;deep;0.046153733;0.293266904
swash14;deep;0.070035397;0.252777591
swash15;deep;0.059745356;0.262197287
swash16;deep;0.084616554;0.239814329
swash17;deep;0.044926149;0.239788597
swash18;deep;0.087472939;0.270383145
swash19;deep;0.068863587;0.259381833
swash2;deep;0.073867806;0.268345069
swash20;deep;0.066026432;0.281114953
swash21;deep;0.066873647;0.223964934
swash22;deep;0.067901381;0.254765144
swash23;deep;0.087537748;0.27931078
swash24;deep;0.0534219;0.246413419
swash25;deep;0.06165878;0.264393204
swash26;deep;0.069442318;0.264111513
swash27;deep;0.03759803;0.258666933
swash28;deep;0.057529785;0.236518447
swash29;deep;0.093212183;0.251971668
swash3;deep;0.038536507;0.201363702
swash30;deep;0.085795111;0.231825039
swash31;deep;0.051787149;0.225861091
swash32;deep;0.0698196;0.241156252
swash33;deep;0.050118699;0.258970445
swash34;deep;0.057267151;0.253310824
swash35;deep;0.066823543;0.264119115
swash36;deep;0.055978821;0.25366165
swash37;deep;0.062877314;0.252411772
swash38;deep;0.047931094;0.280507318
swash39;deep;0.071265087;0.268755042
swash4;deep;0.060071505;0.241270808
swash40;deep;0.052672488;0.240678183
swash41;deep;0.071043201;0.254047808
swash42;deep;0.057001501;0.225261004
swash43;deep;0.070205459;0.251553122
swash44;deep;0.072309451;0.233328167
swash45;deep;0.064317447;0.235734909
swash46;deep;0.054536548;0.24647447
swash47;deep;0.075908754;0.252091578
swash48;deep;0.059833273;0.276629576
swash49;deep;0.083933635;0.255972587
swash5;deep;0.065154355;0.231514662
swash50;deep;0.054927424;0.255971728
swash51;deep;0.060224033;0.253540008
swash52;deep;0.067364456;0.231127917
swash53;deep;0.06868032;0.242432786
swash54;deep;0.066155817;0.243243595
swash55;deep;0.069369768;0.232830888
swash56;deep;0.090574591;0.233354889
swash57;deep;0.076381487;0.267875321
swash58;deep;0.06252585;0.256388822
swash59;deep;0.066366127;0.26506821
swash6;deep;0.066337833;0.244130993
swash60;deep;0.054953231;0.233609929
swash61;deep;0.059433289;0.253079328
swash62;deep;0.057816997;0.219684896
swash63;deep;0.059220219;0.279444179
swash64;deep;0.067608832;0.252570022
swash65;deep;0.062497882;0.245391644
swash66;deep;0.055989051;0.254171641
swash67;deep;0.072295644;0.232964087
swash68;deep;0.058402255;0.242927041
swash69;deep;0.08548901;0.270717543
swash7;deep;0.059137872;0.240586786
swash70;deep;0.058369951;0.250665623
swash71;deep;0.058204676;0.248221586
swash72;deep;0.051833431;0.225246962
swash73;deep;0.062620198;0.245998224
swash74;deep;0.05193185;0.23318893
swash75;deep;0.054061388;0.248156327
swash76;deep;0.05320387;0.263405137
swash77;deep;0.049807076;0.271117625
swash78;deep;0.051960731;0.269002926
swash79;deep;0.044050313;0.251252004
swash8;deep;0.051895356;0.248870156
swash80;deep;0.0602391;0.258109343
swash81;deep;0.073671219;0.261493876
swash82;deep;0.063128146;0.24017508
swash83;deep;0.08381377;0.274642417
swash84;deep;0.070590401;0.231344495
swash85;deep;0.103095899;0.271075633
swash86;deep;0.084128531;0.276786693
swash87;deep;0.090389991;0.248384937
swash88;deep;0.054512754;0.265710373
swash89;deep;0.079598581;0.268205321
swash9;deep;0.085107457;0.23913128
swash90;deep;0.066081819;0.259664589
swash91;deep;0.056851361;0.272935163
swash92;deep;0.060545898;0.245661215
swash93;deep;0.056042206;0.253438582
swash94;deep;0.049927237;0.233267687
swash95;deep;0.046661974;0.242041008
swash96;deep;0.077931262;0.245733716
swash97;deep;0.06032123;0.248226886
swash98;deep;0.058263464;0.262315749
swash99;deep;0.062492487;0.24210132
deep1;swash;0.050236006;0.241950025
deep10;swash;0.057839568;0.237977185
deep100;swash;0.05939571;0.233380109
deep11;swash;0.062394071;0.236559776
deep12;swash;0.057020628;0.239797986
deep13;swash;0.071996443;0.243100997
deep14;swash;0.057702365;0.251524906
deep15;swash;0.061104517;0.244685498
deep16;swash;0.062106701;0.2498468
deep17;swash;0.051563204;0.214600033
deep18;swash;0.064269228;0.241808266
deep19;swash;0.062810167;0.24769702
deep2;swash;0.052410633;0.244298388
deep20;swash;0.05723428;0.239169923
deep21;swash;0.052136019;0.22231695
deep22;swash;0.045569575;0.241321422
deep23;swash;0.072485841;0.242496199
deep24;swash;0.054947477;0.246321282
deep25;swash;0.047898506;0.230010916
deep26;swash;0.061934011;0.242867016
deep27;swash;0.061333519;0.241464381
deep28;swash;0.048957951;0.228992305
deep29;swash;0.061965111;0.232162446
deep3;swash;0.051840064;0.236991588
deep30;swash;0.063766633;0.229532988
deep31;swash;0.04683191;0.237526077
deep32;swash;0.065606761;0.243223144
deep33;swash;0.058824184;0.239597779
deep34;swash;0.064572521;0.249801302
deep35;swash;0.068899566;0.243348494
deep36;swash;0.05208306;0.218135306
deep37;swash;0.065392402;0.231976509
deep38;swash;0.057158671;0.236581243
deep39;swash;0.047005037;0.220398747
deep4;swash;0.058899738;0.235915877
deep40;swash;0.064820753;0.222597346
deep41;swash;0.05441634;0.234953523
deep42;swash;0.050379456;0.237822903
deep43;swash;0.059917785;0.230701487
deep44;swash;0.061453769;0.226842918
deep45;swash;0.046230021;0.218580599
deep46;swash;0.052903644;0.230780817
deep47;swash;0.059724648;0.230927159
deep48;swash;0.044047303;0.245720969
deep49;swash;0.072079502;0.242688614
deep5;swash;0.063272272;0.238778836
deep50;swash;0.068464946;0.237215857
deep51;swash;0.059581799;0.222434962
deep52;swash;0.056593756;0.229975014
deep53;swash;0.055988767;0.249756587
deep54;swash;0.062281685;0.248061853
deep55;swash;0.0657002;0.23952319
deep56;swash;0.055441381;0.222965566
deep57;swash;0.05955616;0.230085346
deep58;swash;0.057125897;0.230981717
deep59;swash;0.059464487;0.235624979
deep6;swash;0.059599694;0.219670239
deep60;swash;0.062977267;0.241121742
deep61;swash;0.056595857;0.215503062
deep62;swash;0.065223714;0.250691495
deep63;swash;0.053607015;0.228834379
deep64;swash;0.059491764;0.2427227
deep65;swash;0.047997427;0.242410981
deep66;swash;0.056016988;0.236842886
deep67;swash;0.064665627;0.240565771
deep68;swash;0.063645513;0.237673519
deep69;swash;0.045139161;0.245431179
deep7;swash;0.055211223;0.221822672
deep70;swash;0.067706122;0.250432581
deep71;swash;0.059385295;0.240408127
deep72;swash;0.056614767;0.233047015
deep73;swash;0.055115365;0.228890778
deep74;swash;0.057055777;0.231083616
deep75;swash;0.049837015;0.233890923
deep76;swash;0.054886698;0.233367155
deep77;swash;0.051672684;0.22120098
deep78;swash;0.057807928;0.242685525
deep79;swash;0.063773006;0.237744672
deep8;swash;0.058496974;0.230736981
deep80;swash;0.063313351;0.248223088
deep81;swash;0.049373943;0.229650713
deep82;swash;0.066425404;0.24614319
deep83;swash;0.066471713;0.242648912
deep84;swash;0.057603573;0.238506405
deep85;swash;0.056237335;0.229946025
deep86;swash;0.056471863;0.249147419
deep87;swash;0.063430207;0.236872999
deep88;swash;0.056086051;0.245307724
deep89;swash;0.054634881;0.226925452
deep9;swash;0.050012101;0.230074191
deep90;swash;0.062394754;0.244877906
deep91;swash;0.055289649;0.23242595
deep92;swash;0.055133861;0.235252885
deep93;swash;0.049345367;0.227359852
deep94;swash;0.058052771;0.227363671
deep95;swash;0.07022243;0.242709603
deep96;swash;0.057745911;0.224110676
deep97;swash;0.069825059;0.249014208
deep98;swash;0.066197224;0.221765827
deep99;swash;0.053861541;0.229082665
mid1;mid;0.056364257;0.241972789
mid10;mid;0.054482957;0.236815132
mid100;mid;0.063373405;0.243872781
mid11;mid;0.049337179;0.246988138
mid12;mid;0.058128792;0.235891903
mid13;mid;0.062161401;0.235391132
mid14;mid;0.048543072;0.224128119
mid15;mid;0.060453802;0.241008568
mid16;mid;0.043256458;0.241798039
mid17;mid;0.046862417;0.245604855
mid18;mid;0.061397883;0.226604756
mid19;mid;0.073985325;0.255933088
mid2;mid;0.060236105;0.242416707
mid20;mid;0.059132852;0.219731855
mid21;mid;0.059514951;0.243067952
mid22;mid;0.061645119;0.251477725
mid23;mid;0.064328927;0.228103896
mid24;mid;0.052470163;0.232248271
mid25;mid;0.068526406;0.226843695
mid26;mid;0.06063585;0.247287143
mid27;mid;0.051558724;0.247850872
mid28;mid;0.055962828;0.226421678
mid29;mid;0.049271329;0.239433825
mid3;mid;0.066501905;0.241726291
mid30;mid;0.068150863;0.230120946
mid31;mid;0.051948589;0.256479767
mid32;mid;0.045180743;0.231908719
mid33;mid;0.050682571;0.240134595
mid34;mid;0.059888212;0.242952603
mid35;mid;0.062658565;0.249642797
mid36;mid;0.055164086;0.237710922
mid37;mid;0.063738999;0.242099908
mid38;mid;0.057215209;0.236633632
mid39;mid;0.057933262;0.243058886
mid4;mid;0.062795112;0.248129759
mid40;mid;0.068196326;0.24375836
mid41;mid;0.04990509;0.225937657
mid42;mid;0.055866944;0.232418404
mid43;mid;0.071099963;0.248913636
mid44;mid;0.059492725;0.233193573
mid45;mid;0.062753456;0.237196916
mid46;mid;0.057097567;0.228583356
mid47;mid;0.060521266;0.246295575
mid48;mid;0.055373202;0.231950884
mid49;mid;0.062311747;0.247403813
mid5;mid;0.042276114;0.220489817
mid50;mid;0.058913239;0.239803834
mid51;mid;0.054772966;0.226465217
mid52;mid;0.06121105;0.248064316
mid53;mid;0.067980891;0.253990012
mid54;mid;0.062913451;0.250727507
mid55;mid;0.067460287;0.252307135
mid56;mid;0.057158403;0.23713348
mid57;mid;0.058078625;0.230609955
mid58;mid;0.068491679;0.248950459
mid59;mid;0.056818713;0.239496171
mid6;mid;0.058231876;0.243834859
mid60;mid;0.066645761;0.246851101
mid61;mid;0.058595931;0.243019841
mid62;mid;0.054790763;0.250040875
mid63;mid;0.052622236;0.250239419
mid64;mid;0.057036012;0.234386121
mid65;mid;0.061128203;0.238524967
mid66;mid;0.068359654;0.254100339
mid67;mid;0.049887879;0.208601087
mid68;mid;0.053893509;0.24304127
mid69;mid;0.06047122;0.230010333
mid7;mid;0.068758491;0.246320174
mid70;mid;0.059587952;0.250195489
mid71;mid;0.059564946;0.237988327
mid72;mid;0.054547038;0.237828134
mid73;mid;0.06409976;0.226687455
mid74;mid;0.038063007;0.237685034
mid75;mid;0.074082238;0.2434168
mid76;mid;0.049077613;0.229137045
mid77;mid;0.058442663;0.228601471
mid78;mid;0.063420651;0.244975479
mid79;mid;0.053662048;0.23627505
mid8;mid;0.052844283;0.244592747
mid80;mid;0.05830857;0.228479652
mid81;mid;0.047436609;0.261595646
mid82;mid;0.051418898;0.228046687
mid83;mid;0.054662675;0.245113622
mid84;mid;0.054531952;0.226384915
mid85;mid;0.057994289;0.239642888
mid86;mid;0.060768207;0.216572831
mid87;mid;0.059813705;0.243747096
mid88;mid;0.056798959;0.244531467
mid89;mid;0.056386391;0.22511711
mid9;mid;0.054113587;0.2256907
mid90;mid;0.062976403;0.253014374
mid91;mid;0.049521485;0.232530845
mid92;mid;0.065519106;0.247689321
mid93;mid;0.050656364;0.232122128
mid94;mid;0.057302195;0.245683915
mid95;mid;0.071147802;0.248306104
mid96;mid;0.062598005;0.245614883
mid97;mid;0.066189433;0.232050767
mid98;mid;0.057356166;0.226274286
mid99;mid;0.05922133;0.226707641
swash1;deep;0.040175038;0.209257425
swash10;deep;0.05093109;0.282245568
swash100;deep;0.054774735;0.236751928
swash11;deep;0.063151078;0.236197517
swash12;deep;0.056853926;0.243251323
swash13;deep;0.078580392;0.259276066
swash14;deep;0.053200233;0.25157828
swash15;deep;0.07040675;0.247051539
swash16;deep;0.040456441;0.253484547
swash17;deep;0.081320258;0.235363743
swash18;deep;0.070575221;0.268352615
swash19;deep;0.084871521;0.254169691
swash2;deep;0.057519899;0.256295972
swash20;deep;0.047070631;0.234680879
swash21;deep;0.080543234;0.251636043
swash22;deep;0.065309687;0.243654739
swash23;deep;0.073654261;0.251483507
swash24;deep;0.072437655;0.265438733
swash25;deep;0.068173191;0.246118425
swash26;deep;0.070179594;0.261123544
swash27;deep;0.059104708;0.252911764
swash28;deep;0.05712887;0.235888071
swash29;deep;0.066981866;0.238934922
swash3;deep;0.069391386;0.248205501
swash30;deep;0.066496446;0.247976981
swash31;deep;0.056149661;0.262950058
swash32;deep;0.077166001;0.237369661
swash33;deep;0.08424351;0.255761143
swash34;deep;0.068405786;0.26083605
swash35;deep;0.064505767;0.238158394
swash36;deep;0.082070997;0.259333507
swash37;deep;0.070076768;0.247553085
swash38;deep;0.040158802;0.221042268
swash39;deep;0.043335094;0.26868124
swash4;deep;0.074083692;0.218112118
swash40;deep;0.089983481;0.270994411
swash41;deep;0.065717336;0.251843153
swash42;deep;0.054076629;0.259115904
swash43;deep;0.070875379;0.256998755
swash44;deep;0.060581879;0.215332114
swash45;deep;0.09271195;0.280225304
swash46;deep;0.06019031;0.238845897
swash47;deep;0.087368221;0.267583201
swash48;deep;0.055107519;0.244941649
swash49;deep;0.084101097;0.248695186
swash5;deep;0.048238967;0.246970345
swash50;deep;0.068169707;0.256682411
swash51;deep;0.062835492;0.243433827
swash52;deep;0.069024992;0.255661693
swash53;deep;0.058408365;0.266468714
swash54;deep;0.052890556;0.244468093
swash55;deep;0.066791055;0.263693868
swash56;deep;0.068507727;0.265340513
swash57;deep;0.072238781;0.27648364
swash58;deep;0.049589252;0.265865333
swash59;deep;0.050925335;0.266576341
swash6;deep;0.067099958;0.252229986
swash60;deep;0.076454938;0.244103361
swash61;deep;0.069129024;0.243278423
swash62;deep;0.066145982;0.266636611
swash63;deep;0.056526795;0.240075878
swash64;deep;0.077058248;0.263991083
swash65;deep;0.059908714;0.212529178
swash66;deep;0.043750335;0.242648707
swash67;deep;0.058047544;0.241593847
swash68;deep;0.064914757;0.265986099
swash69;deep;0.063575958;0.227344969
swash7;deep;0.069990659;0.261572133
swash70;deep;0.071525169;0.263433889
swash71;deep;0.066852215;0.231648591
swash72;deep;0.053179902;0.259096755
swash73;deep;0.057817507;0.281704132
swash74;deep;0.061370208;0.234788026
swash75;deep;0.070858706;0.258035655
swash76;deep;0.071024102;0.255172665
swash77;deep;0.067963526;0.2421003
swash78;deep;0.068338294;0.254079551
swash79;deep;0.060531558;0.24093068
swash8;deep;0.052073943;0.236159848
swash80;deep;0.078734202;0.253319279
swash81;deep;0.05827318;0.241771076
swash82;deep;0.054790085;0.241296946
swash83;deep;0.061548627;0.23949675
swash84;deep;0.069897278;0.246587861
swash85;deep;0.083588624;0.244179824
swash86;deep;0.076431341;0.254528726
swash87;deep;0.037941717;0.260911093
swash88;deep;0.052665956;0.243125819
swash89;deep;0.052534299;0.245010122
swash9;deep;0.071637733;0.230172818
swash90;deep;0.088826675;0.254313133
swash91;deep;0.068811856;0.249991144
swash92;deep;0.051817846;0.276034631
swash93;deep;0.061659207;0.257759901
swash94;deep;0.074692454;0.271600424
swash95;deep;0.057171261;0.250380599
swash96;deep;0.054038359;0.24217369
swash97;deep;0.061516932;0.230753183
swash98;deep;0.069607447;0.246125422
swash99;deep;0.05801974;0.257459455
deep1;swash;0.044799561;0.249467058
deep10;swash;0.066082671;0.246623986
deep100;swash;0.059916091;0.224838049
deep11;swash;0.051790952;0.238708585
deep12;swash;0.063106011;0.243968993
deep13;swash;0.063883976;0.247291745
deep14;swash;0.063664695;0.228212202
deep15;swash;0.058474279;0.220912347
deep16;swash;0.061871711;0.242574058
deep17;swash;0.039531019;0.244394054
deep18;swash;0.058624644;0.23229239
deep19;swash;0.053709884;0.227055672
deep2;swash;0.058450268;0.248441206
deep20;swash;0.057786793;0.22293061
deep21;swash;0.050191743;0.224968823
deep22;swash;0.058394296;0.222891906
deep23;swash;0.0535907;0.223279325
deep24;swash;0.066637502;0.251887576
deep25;swash;0.062970562;0.244665817
deep26;swash;0.05746784;0.233518864
deep27;swash;0.057817218;0.233249141
deep28;swash;0.053960145;0.251453609
deep29;swash;0.065670751;0.237708459
deep3;swash;0.054066057;0.213287553
deep30;swash;0.058549616;0.234277797
deep31;swash;0.067063934;0.240590328
deep32;swash;0.056126619;0.234066533
deep33;swash;0.048575932;0.235128673
deep34;swash;0.054857517;0.24421994
deep35;swash;0.051894626;0.2419356
deep36;swash;0.052279171;0.234292732
deep37;swash;0.06031496;0.243178926
deep38;swash;0.065517897;0.243625939
deep39;swash;0.055470852;0.233351579
deep4;swash;0.057607239;0.233582274
deep40;swash;0.049438883;0.220001186
deep41;swash;0.064013543;0.228335754
deep42;swash;0.065208517;0.239292986
deep43;swash;0.059889419;0.246536833
deep44;swash;0.059735705;0.241595803
deep45;swash;0.059424668;0.242747489
deep46;swash;0.05711111;0.245872512
deep47;swash;0.060361202;0.24336222
deep48;swash;0.058936154;0.238991789
deep49;swash;0.056182709;0.235082488
deep5;swash;0.053448422;0.240710691
deep50;swash;0.049146041;0.242254488
deep51;swash;0.059456577;0.245668051
deep52;swash;0.050484964;0.227397472
deep53;swash;0.060258208;0.237963688
deep54;swash;0.053737755;0.234429274
deep55;swash;0.049708292;0.23324192
deep56;swash;0.05196379;0.228887804
deep57;swash;0.055338974;0.244147007
deep58;swash;0.054245889;0.245193784
deep59;swash;0.05468159;0.218003019
deep6;swash;0.061852873;0.249378534
deep60;swash;0.06529498;0.243735177
deep61;swash;0.068135138;0.24209256
deep62;swash;0.058493054;0.251997178
deep63;swash;0.054164138;0.229178549
deep64;swash;0.053741312;0.222432203
deep65;swash;0.058395907;0.244971833
