;island;Richness;Even
deep42;swash;0.062311642;0.242498391
deep43;swash;0.05610398;0.246303651
deep44;swash;0.057683195;0.218942796
deep45;swash;0.059453694;0.228646274
deep46;swash;0.053266814;0.249199055
deep47;swash;0.068026413;0.232329391
deep48;swash;0.05734607;0.231578495
deep49;swash;0.067893032;0.234452385
deep5;swash;0.061774727;0.247384386
deep50;swash;0.054921721;0.233802708
deep51;swash;0.056364755;0.228571463
deep52;swash;0.055941545;0.226323345
deep53;swash;0.054418249;0.229510674
deep54;swash;0.067656945;0.246590547
deep55;swash;0.061183319;0.227504161
deep56;swash;0.057482482;0.252708133
deep57;swash;0.057372534;0.222229299
deep58;swash;0.063011577;0.241236576
deep59;swash;0.055700405;0.241841713
deep6;swash;0.058997249;0.239586149
deep60;swash;0.04925096;0.258979161
deep61;swash;0.068150522;0.248664018
deep62;swash;0.057458352;0.230459623
deep63;swash;0.056859438;0.223992066
deep64;swash;0.065349244;0.254641801
deep65;swash;0.062921138;0.245383548
deep66;swash;0.05851746;0.245864745
deep67;swash;0.045714503;0.244429223
deep68;swash;0.06160821;0.239787233
deep69;swash;0.055309675;0.234385979
deep7;swash;0.053245992;0.230697501
deep70;swash;0.061506478;0.232152829
deep71;swash;0.059039553;0.241955713
deep72;swash;0.053488913;0.223627993
deep73;swash;0.049297048;0.228176133
deep74;swash;0.055971996;0.233275838
deep75;swash;0.059008203;0.221313878
deep76;swash;0.064585283;0.240731214
deep77;swash;0.061695016;0.233467336
deep78;swash;0.055307506;0.246428808
deep79;swash;0.055308376;0.22272666
deep8;swash;0.050737209;0.243446597
deep80;swash;0.065230802;0.230388668
deep81;swash;0.058975822;0.239152629
deep82;swash;0.05688356;0.24512393
deep83;swash;0.040827909;0.247015087
deep84;swash;0.059909959;0.229560408
deep85;swash;0.064497582;0.244328757
deep86;swash;0.057417641;0.230602542
deep87;swash;0.058808932;0.238005095
deep88;swash;0.062219537;0.240027745
deep89;swash;0.059205798;0.239357434
deep9;swash;0.052830997;0.240417734
deep90;swash;0.066087433;0.249502246
deep91;swash;0.05632037;0.216409042
deep92;swash;0.054667805;0.231873995
deep93;swash;0.059435646;0.231366333
deep94;swash;0.048402421;0.223835061
deep95;swash;0.051172164;0.228274716
deep96;swash;0.049504176;0.251862757
deep97;swash;0.066310803;0.24401938
deep98;swash;0.064629638;0.240355221
deep99;swash;0.060913508;0.228285487
mid1;mid;0.066753442;0.251225129
mid10;mid;0.056473634;0.231824894
mid100;mid;0.050202423;0.227681112
mid11;mid;0.061492359;0.251363985
mid12;mid;0.060754029;0.237108623
mid13;mid;0.067260851;0.22858968
mid14;mid;0.053350313;0.238933984
mid15;mid;0.045130565;0.227501836
mid16;mid;0.050731538;0.243177266
mid17;mid;0.056753464;0.227374531
mid18;mid;0.060527608;0.230457466
mid19;mid;0.062781429;0.243479365
mid2;mid;0.068717972;0.226366343
mid20;mid;0.054724255;0.250476429
mid21;mid;0.055586408;0.245946084
mid22;mid;0.051653753;0.253432963
mid23;mid;0.063698229;0.225029302
mid24;mid;0.056917797;0.246560528
mid25;mid;0.056498283;0.236666878
mid26;mid;0.059292401;0.238335675
mid27;mid;0.060044331;0.228774876
mid28;mid;0.059112931;0.240562812
mid29;mid;0.056610487;0.223508968
mid3;mid;0.06875534;0.247305214
mid30;mid;0.057542114;0.235798613
mid31;mid;0.048965156;0.244175284
mid32;mid;0.057533937;0.241313451
mid33;mid;0.066778941;0.219761737
mid34;mid;0.056094088;0.24408423
mid35;mid;0.053020597;0.229964453
mid36;mid;0.048253872;0.256574648
mid37;mid;0.064012084;0.239281882
mid38;mid;0.058298691;0.226913854
mid39;mid;0.061524724;0.242481767
mid4;mid;0.048065325;0.248480786
mid40;mid;0.056089566;0.235049965
mid41;mid;0.074104134;0.246019754
mid42;mid;0.060554464;0.242213891
mid43;mid;0.065875325;0.240296513
mid44;mid;0.051991196;0.215894613
mid45;mid;0.060009692;0.238724093
mid46;mid;0.052805186;0.226947088
mid47;mid;0.060081544;0.227787809
mid48;mid;0.050668344;0.221225088
mid49;mid;0.06245773;0.230687359
mid5;mid;0.055706621;0.243002345
mid50;mid;0.050565549;0.232320337
mid51;mid;0.056542128;0.227151581
mid52;mid;0.05664368;0.224854799
mid53;mid;0.054173032;0.234419468
mid54;mid;0.046470587;0.249997451
mid55;mid;0.04344922;0.246361818
mid56;mid;0.064886666;0.237316512
mid57;mid;0.063822028;0.236045658
mid58;mid;0.056285163;0.249934746
mid59;mid;0.05787003;0.242915468
mid6;mid;0.064821508;0.248585128
mid60;mid;0.052885307;0.241856895
mid61;mid;0.054893989;0.243791838
mid62;mid;0.049568441;0.258943841
mid63;mid;0.041843913;0.241887118
mid64;mid;0.055433616;0.230632682
mid65;mid;0.0590711;0.236719177
mid66;mid;0.06225371;0.242056168
mid67;mid;0.048972564;0.215081032
mid68;mid;0.060063963;0.243220322
mid69;mid;0.05992629;0.233735506
mid7;mid;0.059271824;0.23574334
mid70;mid;0.063669509;0.233095135
mid71;mid;0.066119942;0.23483793
mid72;mid;0.057705798;0.239513081
mid73;mid;0.049476765;0.236859609
mid74;mid;0.0614639;0.248237051
mid75;mid;0.062292646;0.238033799
mid76;mid;0.070861166;0.231359068
mid77;mid;0.058972976;0.248092377
mid78;mid;0.055981875;0.24422987
mid79;mid;0.061808074;0.234556763
mid8;mid;0.05835097;0.229122407
mid80;mid;0.058957782;0.24368478
mid81;mid;0.070195044;0.25391055
mid82;mid;0.056711761;0.23407417
mid83;mid;0.063214018;0.247453035
mid84;mid;0.056393752;0.231840968
mid85;mid;0.060320607;0.227647009
mid86;mid;0.054400359;0.245575785
mid87;mid;0.067009256;0.23144109
mid88;mid;0.05580132;0.2311869
mid89;mid;0.056764876;0.243551635
mid9;mid;0.055929227;0.232051411
mid90;mid;0.065099216;0.249808383
mid91;mid;0.053508247;0.244867326
mid92;mid;0.0718894;0.246465514
mid93;mid;0.058216498;0.246630443
mid94;mid;0.055015952;0.219203343
mid95;mid;0.058273335;0.25494571
mid96;mid;0.061150892;0.231963492
mid97;mid;0.048394791;0.239734814
mid98;mid;0.054179372;0.250153292
mid99;mid;0.063007559;0.227497241
swash1;deep;0.052959056;0.23871354
swash10;deep;0.049767719;0.269438722
swash100;deep;0.053595815;0.237433668
swash11;deep;0.065737202;0.250203924
swash12;deep;0.065565516;0.264392507
swash13;deep;0.064326423;0.257637558
swash14;deep;0.064802874;0.26956424
swash15;deep;0.058503727;0.255245737
swash16;deep;0.066371817;0.268676497
swash17;deep;0.050682443;0.236385614
swash18;deep;0.077859594;0.250191355
swash19;deep;0.077753801;0.261399479
swash2;deep;0.071099982;0.247030082
swash20;deep;0.067157166;0.248394587
swash21;deep;0.06094912;0.254439023
swash22;deep;0.07951444;0.253971308
swash23;deep;0.042843754;0.269027695
swash24;deep;0.059753269;0.238973785
swash25;deep;0.058071871;0.261811495
swash26;deep;0.071265261;0.258396302
swash27;deep;0.047704391;0.243396627
swash28;deep;0.077089983;0.237210683
swash29;deep;0.059421191;0.22732645
swash3;deep;0.043450253;0.265266503
swash30;deep;0.051480773;0.235499586
swash31;deep;0.040579765;0.270024794
swash32;deep;0.0574787;0.256224981
swash33;deep;0.069984447;0.232026582
swash34;deep;0.058654592;0.253185371
swash35;deep;0.071013931;0.274444059
swash36;deep;0.048931378;0.251398684
swash37;deep;0.078676818;0.257130969
swash38;deep;0.039704678;0.268160738
swash39;deep;0.089986528;0.272735302
swash4;deep;0.055502564;0.258600376
swash40;deep;0.061816581;0.2300618
swash41;deep;0.070726952;0.24205908
swash42;deep;0.06576232;0.247758087
swash43;deep;0.045818835;0.235964961
swash44;deep;0.05647385;0.244900879
swash45;deep;0.082731618;0.252978712
swash46;deep;0.057360209;0.234990339
swash47;deep;0.065839225;0.23171893
swash48;deep;0.053764699;0.240100542
swash49;deep;0.060033834;0.23041255
swash5;deep;0.084371264;0.262467466
swash50;deep;0.052720879;0.214990922
swash51;deep;0.086116076;0.2554153
swash52;deep;0.093471129;0.255102867
swash53;deep;0.07351859;0.240479183
swash54;deep;0.045756172;0.300324143
swash55;deep;0.05659383;0.241224424
swash56;deep;0.058185021;0.224913056
swash57;deep;0.075180373;0.245336532
swash58;deep;0.057149277;0.258121658
swash59;deep;0.053773775;0.269897015
swash6;deep;0.05048304;0.264991268
swash60;deep;0.071878953;0.255447873
swash61;deep;0.06524509;0.253262665
swash62;deep;0.058096719;0.261054571
swash63;deep;0.060790709;0.264761533
swash64;deep;0.060631983;0.265428198
swash65;deep;0.063793111;0.253143707
swash66;deep;0.092422308;0.267411354
swash67;deep;0.054364393;0.255461568
swash68;deep;0.04237028;0.271185291
swash69;deep;0.074162267;0.260324992
swash7;deep;0.052043635;0.23737327
swash70;deep;0.075289626;0.277022984
swash71;deep;0.049387184;0.260698224
swash72;deep;0.043374454;0.24808823
swash73;deep;0.066204712;0.242217034
swash74;deep;0.067716198;0.247115485
swash75;deep;0.056966859;0.264649377
swash76;deep;0.047905546;0.25504047
swash77;deep;0.070357773;0.233097238
swash78;deep;0.085172255;0.260472029
swash79;deep;0.081496588;0.230859361
swash8;deep;0.062846736;0.266068944
swash80;deep;0.043863193;0.260508767
swash81;deep;0.063429741;0.243014318
swash82;deep;0.059626921;0.242501623
swash83;deep;0.048835828;0.241362727
swash84;deep;0.064790632;0.231937022
swash85;deep;0.063225252;0.270910617
swash86;deep;0.052230884;0.257254721
swash87;deep;0.044486512;0.260091165
swash88;deep;0.058468313;0.241744268
swash89;deep;0.053817985;0.238299702
swash9;deep;0.048060917;0.248902185
swash90;deep;0.058417572;0.260619633
swash91;deep;0.042109825;0.272575199
swash92;deep;0.065836773;0.240061082
swash93;deep;0.080257299;0.249319011
swash94;deep;0.059757438;0.254627151
swash95;deep;0.061313117;0.246122225
swash96;deep;0.071447409;0.259146008
swash97;deep;0.076763955;0.233778911
swash98;deep;0.048248626;0.225166546
swash99;deep;0.073476067;0.2686085
deep1;swash;0.050701133;0.229697258
deep10;swash;0.057996823;0.224161705
deep100;swash;0.058030828;0.239172009
deep11;swash;0.058050846;0.228582385
deep12;swash;0.059739164;0.229508759
deep13;swash;0.05694755;0.246373081
deep14;swash;0.052940742;0.227282852
deep15;swash;0.05948071;0.229233286
deep16;swash;0.056519642;0.243013482
deep17;swash;0.056264522;0.233315451
deep18;swash;0.053164629;0.226841624
deep19;swash;0.047588717;0.244032103
deep2;swash;0.055835916;0.224300192
deep20;swash;0.054151893;0.240820276
deep21;swash;0.056331119;0.22683168
deep22;swash;0.066053969;0.228393735
deep23;swash;0.049394906;0.232496754
deep24;swash;0.045242712;0.215910651
deep25;swash;0.055095127;0.242415193
deep26;swash;0.068850504;0.24497958
deep27;swash;0.065106197;0.237956543
deep28;swash;0.058930271;0.231909227
deep29;swash;0.051457257;0.23097516
deep3;swash;0.058743891;0.247740863
deep30;swash;0.062907824;0.227042661
deep31;swash;0.0520797;0.235593077
deep32;swash;0.054741765;0.24034839
deep33;swash;0.065496565;0.246275513
deep34;swash;0.065371437;0.24459299
deep35;swash;0.058062506;0.228183289
deep36;swash;0.044988178;0.211479518
deep37;swash;0.047608652;0.242650935
deep38;swash;0.066198655;0.23061008
deep39;swash;0.059212073;0.231454632
deep4;swash;0.061136931;0.252264399
deep40;swash;0.05448663;0.243052744
deep41;swash;0.058192565;0.250840804
deep42;swash;0.058772437;0.210467671
deep43;swash;0.056183234;0.235562694
deep44;swash;0.046948881;0.242804889
deep45;swash;0.060042574;0.237418973
deep46;swash;0.050516403;0.222170872
deep47;swash;0.064959746;0.241207673
deep48;swash;0.05513371;0.229281931
deep49;swash;0.053231032;0.254714413
deep5;swash;0.05801211;0.244695217
deep50;swash;0.063797297;0.241774703
deep51;swash;0.054982917;0.219840323
deep52;swash;0.067542077;0.252196282
deep53;swash;0.065227904;0.225303928
deep54;swash;0.054977273;0.251287594
deep55;swash;0.057442413;0.241798428
deep56;swash;0.057828413;0.246190432
deep57;swash;0.062932668;0.234142438
deep58;swash;0.042158448;0.244473097
deep59;swash;0.061625884;0.234753434
deep6;swash;0.056250915;0.240392127
deep60;swash;0.062026122;0.240730889
deep61;swash;0.054878185;0.245808597
deep62;swash;0.061009093;0.237895141
deep63;swash;0.056309578;0.213952183
deep64;swash;0.06476664;0.245909263
deep65;swash;0.058945915;0.237436617
deep66;swash;0.057568682;0.241927466
deep67;swash;0.048743813;0.23560781
deep68;swash;0.061064975;0.240098114
deep69;swash;0.065069243;0.24998685
deep7;swash;0.06455948;0.239811635
deep70;swash;0.057976195;0.24112577
deep71;swash;0.056744529;0.217164081
deep72;swash;0.054872065;0.231775526
deep73;swash;0.056333504;0.240612361
deep74;swash;0.057155158;0.258735729
deep75;swash;0.048488625;0.219168337
deep76;swash;0.068848863;0.239762774
deep77;swash;0.058490588;0.234888639
deep78;swash;0.048349832;0.23515622
deep79;swash;0.052380779;0.241384307
deep8;swash;0.069879323;0.240051018
deep80;swash;0.054435693;0.237065041
deep81;swash;0.057799805;0.254236422
deep82;swash;0.056430691;0.224709752
deep83;swash;0.049909536;0.22629343
deep84;swash;0.054117258;0.246288234
deep85;swash;0.06933428;0.23912944
deep86;swash;0.048447704;0.22975258
deep87;swash;0.043289845;0.216439131
deep88;swash;0.053744632;0.203349963
deep89;swash;0.058151383;0.244078658
deep9;swash;0.062664235;0.231786098
deep90;swash;0.054283587;0.23642168
deep91;swash;0.045560965;0.250301774
deep92;swash;0.048362262;0.22700121
deep93;swash;0.063807919;0.220269675
deep94;swash;0.060243401;0.224184491
deep95;swash;0.053018603;0.236196738
deep96;swash;0.049237919;0.219265436
deep97;swash;0.056940255;0.23778805
deep98;swash;0.054824983;0.246936105
deep99;swash;0.060582258;0.221361166
mid1;mid;0.069076982;0.253876083
mid10;mid;0.059830636;0.241995955
mid100;mid;0.066285767;0.251266371
mid11;mid;0.061184784;0.236223996
mid12;mid;0.066006595;0.244360238
mid13;mid;0.050773795;0.25182553
mid14;mid;0.062642303;0.236776479
mid15;mid;0.071922037;0.243894981
mid16;mid;0.050181514;0.220157002
mid17;mid;0.070392657;0.252236696
mid18;mid;0.056185893;0.220823204
mid19;mid;0.064908869;0.225820899
mid2;mid;0.047927461;0.23605984
mid20;mid;0.075636963;0.244488982
mid21;mid;0.057551051;0.20913924
mid22;mid;0.059722425;0.226162799
mid23;mid;0.054379457;0.222758818
mid24;mid;0.060224594;0.245387148
mid25;mid;0.056512225;0.229277125
mid26;mid;0.063806149;0.247271322
mid27;mid;0.07381951;0.228501879
mid28;mid;0.065402542;0.249051122
mid29;mid;0.049158002;0.256297514
mid3;mid;0.058738076;0.233890723
mid30;mid;0.064187088;0.246224587
mid31;mid;0.076286165;0.225636319
mid32;mid;0.0661867;0.242538837
mid33;mid;0.059601379;0.241680711
mid34;mid;0.050475335;0.23322592
mid35;mid;0.06043759;0.249686629
mid36;mid;0.066717083;0.218783198
mid37;mid;0.055430926;0.243857151
mid38;mid;0.070275206;0.25252849
mid39;mid;0.065178484;0.225740169
mid4;mid;0.060578707;0.22561621
mid40;mid;0.0519251;0.233168965
mid41;mid;0.060592109;0.233562839
mid42;mid;0.061046059;0.237647993
mid43;mid;0.058844769;0.230719802
mid44;mid;0.069350256;0.239577558
mid45;mid;0.057926162;0.230034548
mid46;mid;0.064260264;0.247088232
mid47;mid;0.046298022;0.230839464
mid48;mid;0.051698511;0.224855322
mid49;mid;0.05104693;0.240766427
mid5;mid;0.060043649;0.249896601
mid50;mid;0.054277257;0.248286998
mid51;mid;0.054983937;0.250261043
mid52;mid;0.053479473;0.254868172
mid53;mid;0.065782852;0.241974804
mid54;mid;0.050310488;0.225326279
mid55;mid;0.053281159;0.217575671
mid56;mid;0.055877763;0.221914447
mid57;mid;0.060786504;0.25059798
mid58;mid;0.051651593;0.228142763
mid59;mid;0.048840768;0.225830034
mid6;mid;0.062658822;0.241355304
mid60;mid;0.055237223;0.226217234
mid61;mid;0.057926761;0.231175048
mid62;mid;0.065091193;0.231275415
mid63;mid;0.062963772;0.250256709
mid64;mid;0.062261324;0.246359043
mid65;mid;0.063229663;0.236083909
mid66;mid;0.056062149;0.235730184
mid67;mid;0.061866708;0.23132177
mid68;mid;0.050394859;0.25008094
mid69;mid;0.058700574;0.238905579
mid7;mid;0.061676167;0.229013121
mid70;mid;0.063145011;0.248006051
mid71;mid;0.060137062;0.239489401
mid72;mid;0.044387009;0.224609981
mid73;mid;0.055343016;0.249264404
mid74;mid;0.059435129;0.237031637
mid75;mid;0.041765698;0.256069005
mid76;mid;0.060223194;0.248759559
mid77;mid;0.063381765;0.248695864
mid78;mid;0.063401146;0.219046855
mid79;mid;0.054633493;0.253060733
mid8;mid;0.053096821;0.24331881
mid80;mid;0.057108025;0.243600038
mid81;mid;0.051130837;0.226343568
mid82;mid;0.041528878;0.249783448
mid83;mid;0.066017483;0.252762503
mid84;mid;0.05961802;0.224200108
mid85;mid;0.053388612;0.239203598
mid86;mid;0.058758105;0.233349677
mid87;mid;0.056608099;0.244088011
mid88;mid;0.048053037;0.259650497
mid89;mid;0.049774621;0.235805202
mid9;mid;0.061516119;0.236351077
mid90;mid;0.05963074;0.24792688
mid91;mid;0.063893984;0.22176685
mid92;mid;0.062529753;0.247659429
mid93;mid;0.062089616;0.229421867
mid94;mid;0.048062847;0.229935942
mid95;mid;0.046311108;0.208651593
mid96;mid;0.055188054;0.255131881
mid97;mid;0.059770391;0.227197292
mid98;mid;0.06778359;0.237652157
mid99;mid;0.053700223;0.233362167
swash1;deep;0.057679213;0.251596824
swash10;deep;0.069218541;0.239720436
swash100;deep;0.06398593;0.249419087
swash11;deep;0.071856672;0.233631247
swash12;deep;0.051152913;0.23153173
swash13;deep;0.057278804;0.249017964
swash14;deep;0.092007938;0.27782993
swash15;deep;0.078069248;0.239147155
swash16;deep;0.07694517;0.265975071
swash17;deep;0.063188268;0.21643956
swash18;deep;0.070334029;0.256481999
swash19;deep;0.077154714;0.267795659
swash2;deep;0.069820164;0.267645428
swash20;deep;0.062842512;0.281760004
swash21;deep;0.056506095;0.276667466
swash22;deep;0.061371602;0.219644587
swash23;deep;0.068202511;0.27310179
swash24;deep;0.044109267;0.289155964
swash25;deep;0.06308934;0.230389876
swash26;deep;0.06970853;0.238552381
swash27;deep;0.072946207;0.264295704
swash28;deep;0.054637146;0.265857447
swash29;deep;0.060403397;0.253896692
swash3;deep;0.058030598;0.265162857
swash30;deep;0.062568918;0.234433033
swash31;deep;0.075763922;0.268165389
swash32;deep;0.041378833;0.276936152
swash33;deep;0.062222289;0.257556853
swash34;deep;0.057905247;0.236647388
swash35;deep;0.062035288;0.247435762
swash36;deep;0.055118953;0.243528016
swash37;deep;0.036747856;0.253334877
swash38;deep;0.05631627;0.24111977
swash39;deep;0.069664757;0.241503514
swash4;deep;0.077667631;0.265743238
swash40;deep;0.059058003;0.248566646
swash41;deep;0.063353024;0.241358433
swash42;deep;0.04779009;0.238834514
swash43;deep;0.049787202;0.244090429
swash44;deep;0.065698956;0.251958872
swash45;deep;0.070521994;0.250811318
swash46;deep;0.064574352;0.255333688
swash47;deep;0.077241631;0.233889692
swash48;deep;0.081839152;0.239267902
swash49;deep;0.063355839;0.231904749
swash5;deep;0.069033692;0.215100694
swash50;deep;0.054767005;0.219092757
swash51;deep;0.076747794;0.270880303
swash52;deep;0.065430294;0.239787493
swash53;deep;0.080762354;0.245528028
swash54;deep;0.073336791;0.252929387
swash55;deep;0.049301588;0.238947785
swash56;deep;0.080519378;0.279240841
swash57;deep;0.062997426;0.264608851
swash58;deep;0.079104067;0.265157277
swash59;deep;0.063543588;0.252306604
swash6;deep;0.069300845;0.266758668
swash60;deep;0.077762294;0.238285613
swash61;deep;0.060755818;0.256027011
swash62;deep;0.097140773;0.224554731
swash63;deep;0.07358995;0.27328441
swash64;deep;0.085922449;0.243469757
swash65;deep;0.076572715;0.281370684
swash66;deep;0.057134809;0.25533419
swash67;deep;0.061014057;0.258898968
swash68;deep;0.063641733;0.250310789
swash69;deep;0.060828124;0.261335787
swash7;deep;0.067931808;0.262619217
swash70;deep;0.073404733;0.262181957
swash71;deep;0.08229201;0.256682966
swash72;deep;0.05759256;0.226581312
swash73;deep;0.092006725;0.27905242
swash74;deep;0.049609361;0.256763187
swash75;deep;0.060925965;0.27105045
swash76;deep;0.078146581;0.257527486
swash77;deep;0.045159299;0.245950682
swash78;deep;0.066720977;0.258857847
swash79;deep;0.054430118;0.249568118
swash8;deep;0.079048863;0.246969476
swash80;deep;0.044225826;0.273345539
swash81;deep;0.064529288;0.246505923
swash82;deep;0.062046262;0.246731515
swash83;deep;0.072140567;0.263403352
swash84;deep;0.05880686;0.249916008
swash85;deep;0.047924253;0.250719733
swash86;deep;0.081271319;0.262293684
swash87;deep;0.084023342;0.239938265
swash88;deep;0.071860928;0.255190703
swash89;deep;0.068249476;0.251158177
swash9;deep;0.0722397;0.264934581
swash90;deep;0.058007158;0.254478959
swash91;deep;0.056493365;0.230585097
swash92;deep;0.062009927;0.248511133
swash93;deep;0.073777401;0.260840281
swash94;deep;0.061183225;0.240415054
swash95;deep;0.067283518;0.253203803
swash96;deep;0.064941989;0.246669148
swash97;deep;0.049565645;0.262850369
swash98;deep;0.076333071;0.244900702
swash99;deep;0.056142428;0.227859988
deep1;swash;0.051381012;0.221798524
deep10;swash;0.053051996;0.22801057
deep100;swash;0.039194093;0.240943372
deep11;swash;0.046164999;0.228784587
deep12;swash;0.057715577;0.238487438
deep13;swash;0.0572175;0.231824812
deep14;swash;0.059246068;0.217693083
deep15;swash;0.058291693;0.229388496
deep16;swash;0.042680206;0.250507611
deep17;swash;0.064919786;0.245898136
deep18;swash;0.053571125;0.254032321
deep19;swash;0.060463521;0.235637607
deep2;swash;0.065444244;0.231002411
deep20;swash;0.052481216;0.232778438
deep21;swash;0.069669903;0.248771929
deep22;swash;0.051801132;0.220812679
deep23;swash;0.058799441;0.238357731
deep24;swash;0.065446901;0.243916968
deep25;swash;0.061530546;0.228753806
deep26;swash;0.051560495;0.222536253
deep27;swash;0.054509994;0.233138634
deep28;swash;0.051031599;0.230184544
deep29;swash;0.045678298;0.246225761
deep3;swash;0.056671496;0.239158941
deep30;swash;0.061834018;0.235692078
deep31;swash;0.052782822;0.233254931
deep32;swash;0.058022856;0.249514079
deep33;swash;0.072252357;0.24444946
deep34;swash;0.058831333;0.241729605
deep35;swash;0.0496785;0.25267319
deep36;swash;0.052641371;0.240197927
deep37;swash;0.055559788;0.229806341
deep38;swash;0.053650551;0.248797154
deep39;swash;0.065081448;0.246099506
deep4;swash;0.050258203;0.23949099
deep40;swash;0.057032389;0.248700525
deep41;swash;0.060082085;0.217669407
deep42;swash;0.049344452;0.221071074
deep43;swash;0.055000354;0.255508172
deep44;swash;0.055435399;0.246612458
deep45;swash;0.054613355;0.250540885
deep46;swash;0.048019887;0.217583581
deep47;swash;0.050240417;0.23372346
deep48;swash;0.066543031;0.247114333
deep49;swash;0.055439578;0.217082563
deep5;swash;0.058856585;0.231312737
deep50;swash;0.06306769;0.247483938
deep51;swash;0.061806432;0.226820465
deep52;swash;0.049994494;0.247982328
deep53;swash;0.05740925;0.245727507
deep54;swash;0.05414399;0.221081243
deep55;swash;0.062473744;0.235613603
deep56;swash;0.056223035;0.233826618
deep57;swash;0.061448247;0.241561812
deep58;swash;0.059433179;0.248357585
deep59;swash;0.057540276;0.246194738
deep6;swash;0.059228907;0.243186801
deep60;swash;0.058249073;0.245670961
deep61;swash;0.05375927;0.242982018
deep62;swash;0.058119399;0.239327083
deep63;swash;0.066139226;0.229935891
deep64;swash;0.053526724;0.222333138
deep65;swash;0.061404481;0.242654382
deep66;swash;0.048529424;0.235408831
deep67;swash;0.059966504;0.246864719
deep68;swash;0.042259956;0.253266796
deep69;swash;0.059704819;0.232056261
deep7;swash;0.047649248;0.218247819
deep70;swash;0.057308814;0.231514497
deep71;swash;0.047654788;0.247932255
deep72;swash;0.044076019;0.245634847
deep73;swash;0.063254561;0.243142137
deep74;swash;0.056064476;0.227094292
deep75;swash;0.053881991;0.23805769
deep76;swash;0.072666384;0.242024556
deep77;swash;0.048849246;0.252314663
deep78;swash;0.068679898;0.252797875
deep79;swash;0.047561662;0.229240014
deep8;swash;0.058850808;0.232161001
deep80;swash;0.06766757;0.231550353
deep81;swash;0.048998182;0.225453704
deep82;swash;0.071547131;0.247127273
deep83;swash;0.064707897;0.241263787
deep84;swash;0.058620794;0.226655739
deep85;swash;0.062881398;0.228337403
deep86;swash;0.059657809;0.226287589
deep87;swash;0.053794575;0.221845425
deep88;swash;0.056894531;0.233006032
deep89;swash;0.060639781;0.226887435
deep9;swash;0.060625834;0.252353719
deep90;swash;0.067711561;0.248884288
deep91;swash;0.057699041;0.226222438
deep92;swash;0.067339024;0.229959471
deep93;swash;0.041414684;0.25801345
deep94;swash;0.060992121;0.248046541
deep95;swash;0.056494307;0.243691251
deep96;swash;0.060355239;0.239426662
deep97;swash;0.05793014;0.234209587
deep98;swash;0.049057905;0.242172426
deep99;swash;0.065802913;0.241987677
mid1;mid;0.059399669;0.24571124
mid10;mid;0.057384084;0.232234711
mid100;mid;0.054073856;0.234064447
mid11;mid;0.056547702;0.228642626
mid12;mid;0.071978694;0.236526201
mid13;mid;0.065230566;0.238693334
mid14;mid;0.065823581;0.245493373
mid15;mid;0.065667724;0.237340603
mid16;mid;0.053513997;0.242305697
mid17;mid;0.053449276;0.226701939
mid18;mid;0.042176058;0.216189142
mid19;mid;0.052385565;0.232142852
mid2;mid;0.062909485;0.227267036
mid20;mid;0.057682794;0.224802934
mid21;mid;0.06491177;0.250937269
mid22;mid;0.051641612;0.234645396
mid23;mid;0.056754683;0.223167304
mid24;mid;0.052420389;0.248696648
mid25;mid;0.057765962;0.245261447
mid26;mid;0.059029763;0.241847635
mid27;mid;0.059239876;0.241480436
mid28;mid;0.060302732;0.237933366
mid29;mid;0.057509912;0.228114512
mid3;mid;0.04435184;0.22544617
mid30;mid;0.062020865;0.233145356
mid31;mid;0.057945298;0.239126034
mid32;mid;0.051817941;0.244773959
mid33;mid;0.049554502;0.240202664
mid34;mid;0.061992277;0.236310177
mid35;mid;0.062793761;0.247570462
mid36;mid;0.053058572;0.231481005
mid37;mid;0.055638155;0.253313341
mid38;mid;0.055891088;0.234611354
mid39;mid;0.059199302;0.244496403
mid4;mid;0.050778838;0.232328941
mid40;mid;0.062877223;0.259670532
mid41;mid;0.045221556;0.220087689
mid42;mid;0.064161903;0.237964084
mid43;mid;0.053511011;0.233493732
mid44;mid;0.060801492;0.240977737
mid45;mid;0.063590359;0.254256052
mid46;mid;0.073192867;0.234457231
mid47;mid;0.054823814;0.22998365
mid48;mid;0.059204994;0.244543947
mid49;mid;0.065243287;0.234351582
mid5;mid;0.060319617;0.233294836
mid50;mid;0.046417879;0.243475403
mid51;mid;0.065896232;0.236337201
mid52;mid;0.061780117;0.237888713
mid53;mid;0.060862159;0.233742835
mid54;mid;0.072070757;0.246810552
mid55;mid;0.053533844;0.232829335
mid56;mid;0.060343088;0.229437694
mid57;mid;0.06949398;0.230221961
mid58;mid;0.052651432;0.228531814
mid59;mid;0.047458532;0.217567679
mid6;mid;0.060479471;0.240408679
mid60;mid;0.062865322;0.246886168
mid61;mid;0.069165644;0.248325311
mid62;mid;0.070790856;0.253741831
mid63;mid;0.066735159;0.242961247
mid64;mid;0.066426323;0.233813378
mid65;mid;0.062522937;0.250448031
mid66;mid;0.055255074;0.236034419
mid67;mid;0.063301576;0.244049352
mid68;mid;0.066808622;0.244258592
mid69;mid;0.065423291;0.240327248
mid7;mid;0.052415913;0.226807171
mid70;mid;0.057575824;0.231810345
mid71;mid;0.058571472;0.224606157
mid72;mid;0.049044151;0.220956502
mid73;mid;0.063794109;0.227614546
mid74;mid;0.050190858;0.253080438
