code;marco.name;name;level;Country;Region;Mediterranean_Region;mean;sorting;skewness;kurtosis;comment.gran;latitude;longitude;Length;Orientation;Town;Harbour;richness
st.312;Isola Gabbiani deep;Isola_Gabbiani;deep;ITA;Sardegna;Western Mediterranean;330.4;1.775;0.036;1.188;ok;41.1903573;9.3262443;0.9;NE;NO;NO;3
st.313;La Maddalena(Carlotto) swash ;La_MaddalenaCarlotto;swash;ITA;Sardegna;Western Mediterranean;1322.4;1.955;0.147;0.984;ok;41.2303681;9.3778581;0.1;N;NO;NO;3
st.314;La Maddalena(Carlotto) mid ;La_MaddalenaCarlotto;mid;ITA;Sardegna;Western Mediterranean;722.3;1.645;0.084;0.844;ok;41.2303682;9.3778582;0.1;N;NO;NO;3
st.315;La Maddalena(Carlotto) deep ;La_MaddalenaCarlotto;deep;ITA;Sardegna;Western Mediterranean;384.8;1.588;-0.184;1.123;ok;41.2303683;9.3778583;0.1;N;NO;NO;6
st.316;Porto Pozzo swash ;Porto_Pozzo;swash;ITA;Sardegna;Western Mediterranean;1662.1;1.618;0.111;1.143;ok;41.1908291;9.2868481;0.4;W;NO;NO;2
st.317;Porto Pozzo mid ;Porto_Pozzo;mid;ITA;Sardegna;Western Mediterranean;1690.2;2.398;-0.258;1.247;ok;41.1908292;9.2868482;0.4;W;NO;NO;4
st.318;Porto Pozzo deep ;Porto_Pozzo;deep;ITA;Sardegna;Western Mediterranean;2215;2.331;-0.175;1.214;ok;41.1908293;9.2868483;0.4;W;NO;NO;1
st.319;Rena majori swash ;Rena_majori;swash;ITA;Sardegna;Western Mediterranean;1220.9;1.486;-0.255;1.073;ok;41.1727681;9.1704711;0.6;E;NO;NO;4
st.320;Rena majori mid ;Rena_majori;mid;ITA;Sardegna;Western Mediterranean;376.7;1.556;0.073;1.332;ok;41.1727682;9.1704712;0.6;E;NO;NO;6
st.321;Rena majori deep ;Rena_majori;deep;ITA;Sardegna;Western Mediterranean;289.6;1.518;-0.22;0.864;ok;41.1727683;9.1704713;0.6;E;NO;NO;3
st.322;Isola Rossa swash ;Isola_Rossa;swash;ITA;Sardegna;Western Mediterranean;597.3;1.594;-0.18;1.127;ok;41.0107741;8.8764291;0.5;W;YES;YES;0
st.323;Isola Rossa mid ;Isola_Rossa;mid;ITA;Sardegna;Western Mediterranean;370.5;1.389;0.173;1.128;ok;41.0107742;8.8764292;0.5;W;YES;YES;5
st.324;Isola Rossa deep ;Isola_Rossa;deep;ITA;Sardegna;Western Mediterranean;470.1;1.611;0.24;0.848;ok;41.0107743;8.8764293;0.5;W;YES;YES;7
st.325;Lu Bagnu swash ;Lu_Bagnu;swash;ITA;Sardegna;Western Mediterranean;1490.6;1.561;0.05;1.321;ok;40.8995641;8.6755111;0.2;NW;YES;NO;5
st.326;Lu Bagnu mid ;Lu_Bagnu;mid;ITA;Sardegna;Western Mediterranean;653.3;1.474;-0.12;1.244;ok;40.8995642;8.6755122;0.2;NW;YES;NO;6
st.327;Lu Bagnu deep ;Lu_Bagnu;deep;ITA;Sardegna;Western Mediterranean;347.7;1.36;-0.107;1.115;ok;40.8995643;8.6755133;0.2;NW;YES;NO;6
st.328;Platamona swash ;Platamona;swash;ITA;Sardegna;Western Mediterranean;284.9;1.666;-0.015;0.996;ok;40.8199611;8.4855241;11.6;N;NO;NO;2
st.329;Platamona mid ;Platamona;mid;ITA;Sardegna;Western Mediterranean;212.5;1.497;0.268;1.012;ok;40.8199622;8.4855242;11.6;N;NO;NO;1
st.330;Platamona deep ;Platamona;deep;ITA;Sardegna;Western Mediterranean;177.1;1.264;0;0.738;ok;40.8199633;8.4855243;11.6;N;NO;NO;1
st.331;Ses Covetes West swash;Ses_Covetes_west;swash;ESP;Mallorca;Western Mediterranean;245.5;1.613;0.16;0.802;ok;39.3603111;2.9627671;1.3;SW;YES;YES;6
st.332;Ses Covetes West mid;Ses_Covetes_west;mid;ESP;Mallorca;Western Mediterranean;207.4;1.558;0.171;1.117;ok;39.3603222;2.9627672;1.3;SW;YES;YES;0
st.333;Ses covetes West deep;Ses_Covetes_west;deep;ESP;Mallorca;Western Mediterranean;169.2;1.417;-0.095;1.198;ok;39.3603333;2.9627673;1.3;SW;YES;YES;2
st.334;Ses Covetes East swash;Ses_Covetes_east;swash;ESP;Mallorca;Western Mediterranean;676;1.42;-0.214;1.288;ok;39.3567121;2.9681081;0.2;SW;YES;NO;4
st.335;Ses Covetes East mid;Ses_Covetes_east;mid;ESP;Mallorca;Western Mediterranean;207.7;1.505;0.266;1.08;ok;39.3567122;2.9681082;0.2;SW;YES;NO;1
st.336;Ses covetes East deep;Ses_Covetes_east;deep;ESP;Mallorca;Western Mediterranean;210.1;1.503;0.254;0.997;ok;39.3567123;2.9681083;0.2;SW;YES;NO;2
st.337;Es Trenc swash;Es_Trenc;swash;ESP;Mallorca;Western Mediterranean;648.7;1.455;-0.263;1.257;ok;39.3428251;2.9859111;2.7;SW;NO;NO;5
st.338;Es Trenc mid;Es_Trenc;mid;ESP;Mallorca;Western Mediterranean;253.2;1.772;0.264;0.904;ok;39.3428252;2.9859222;2.7;SW;NO;NO;2
st.339;Es Trenc deep;Es_Trenc;deep;ESP;Mallorca;Western Mediterranean;179.2;1.449;0.029;1.34;ok;39.3428253;2.9859333;2.7;SW;NO;NO;1
st.340;Son Serra swash;Son_Serra;swash;ESP;Mallorca;Western Mediterranean;316.4;1.824;0.075;1.171;ok;39.7321911;3.2363491;2.3;N;YES;NO;6
st.341;Son Serra mid;Son_Serra;mid;ESP;Mallorca;Western Mediterranean;241.3;1.557;0.132;0.751;ok;39.7321922;3.2363492;2.3;N;YES;NO;4
st.342;Son Serra deep;Son_Serra;deep;ESP;Mallorca;Western Mediterranean;195.4;1.456;0.214;1.131;ok;39.7321933;3.2363493;2.3;N;YES;NO;1
st.343;Port Alcudia swash;port_Alcudia;swash;ESP;Mallorca;Western Mediterranean;498.6;1.787;-0.055;0.962;ok;39.8347411;3.1222591;4.9;E;YES;YES;2
st.344;Port Alcudia mid;port_Alcudia;mid;ESP;Mallorca;Western Mediterranean;214;1.553;0.25;0.979;ok;39.8347422;3.1222592;4.9;E;YES;YES;4
st.345;Port Alcudia deep;port_Alcudia;deep;ESP;Mallorca;Western Mediterranean;216.4;1.672;0.146;1.041;ok;39.8347433;3.1222593;4.9;E;YES;YES;1
st.346;Cala Millor swash;Cala_Millor;swash;ESP;Mallorca;Western Mediterranean;1211.7;1.699;-0.056;1.07;ok;39.5982371;3.3854431;1.9;E;YES;NO;2
st.347;Cala Millor mid;Cala_Millor;mid;ESP;Mallorca;Western Mediterranean;560.2;1.764;0.067;1.003;ok;39.5982372;3.3854432;1.9;E;YES;NO;4
st.348;Cala Millor deep;Cala_Millor;deep;ESP;Mallorca;Western Mediterranean;243.4;1.584;0.106;0.745;ok;39.5982373;3.3854433;1.9;E;YES;NO;5
